band name,country,genres,activity,album title,album year,album img,song title,song len,song lyric,album title sentiment,song title sentiment,song lyric sentiment,neutral sents,positive sents,negative sents,neutral words,positive words,negative words
Slowdive, Inghilterra,Shoegaze;Dream pop,1989 – 1995;2014 – in attività,Just for a Day [Cherry Red 2CD],1991,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyLcXmLAG_ib8bz_dNdoG3LtBH3LfsTnhlF5y6VuTKjPW8DlupZDFmUw,Shine [*],5:22,"Shine through the light
So my thoughts won't
Have to fight
For your love
Just to see you in me
Hurts too much

Mind fills with the thought
Love you till I caught
Fish in the sky
Impossible to fly
See you walk away
Why can't you stay and

Shine through the light
So my thoughts won't
Have to fight
For your love
Just to see you in me
Hurts too much

High from above
I see the words of love
Decay to the ground
Betray what I've found",0.0,0.0,0.2993939393939394,so my thoughts won't###have to fight###just to see you in me###mind fills with the thought###fish in the sky###see you walk away###why can't you stay and###so my thoughts won't###have to fight###just to see you in me###decay to the ground###betray what i've found,shine through the light###for your love###hurts too much###love you till i caught###impossible to fly###shine through the light###for your love###hurts too much###high from above###i see the words of love,,shine###thoughts###fight###see###hurts###mind###fills###thought###till###caught###fish###sky###see###walk###away###stay###shine###thoughts###fight###see###hurts###see###words###decay###ground###betray###found,light###love###much###love###fly###light###love###much###high###love,impossible
Slowdive, Inghilterra,Shoegaze;Dream pop,1989 – 1995;2014 – in attività,Just for a Day [Cherry Red 2CD],1991,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyLcXmLAG_ib8bz_dNdoG3LtBH3LfsTnhlF5y6VuTKjPW8DlupZDFmUw,Albatross [*],5:17,"Looks like rain again
Can't remember
Can't remember
What I'm missing

I'm feeling now
I'm missing
Wishing
For the sun

Feels like yesterday
I can't believe
Can't believe
It's true

Don't turn away
You're feeling
Feeling
Something new

Looks like rain again
Can't remember
What I'm missing

I'm feeling now
That I'm wishing
For the sun

Feels like yesterday
But I can't believe
It's true

Don't turn away
Are you feeling
Something new?",0.0,0.0,0.0532467532467532,looks like rain again###can't remember###can't remember###i'm feeling now###wishing###for the sun###feels like yesterday###i can't believe###can't believe###don't turn away###you're feeling###feeling###looks like rain again###can't remember###i'm feeling now###that i'm wishing###for the sun###feels like yesterday###but i can't believe###don't turn away###are you feeling,it's true###something new###it's true###something new?,what i'm missing###i'm missing###what i'm missing,looks###like###rain###remember###remember###feeling###wishing###sun###feels###like###yesterday###believe###believe###turn###away###feeling###feeling###something###looks###like###rain###remember###feeling###wishing###sun###feels###like###yesterday###believe###turn###away###feeling###something,true###new###true###new,missing###missing###missing
Slowdive, Inghilterra,Shoegaze;Dream pop,1989 – 1995;2014 – in attività,Just for a Day [Cherry Red 2CD],1991,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyLcXmLAG_ib8bz_dNdoG3LtBH3LfsTnhlF5y6VuTKjPW8DlupZDFmUw,Catch the Breeze [Peel Session 24/4/91] [*],4:10,"Feels like all the days are gone
Just catch the breeze
You know it had to fall
Rain, washes, ways down
And I, I want the world to pass
And I, I watch the wind to fly
You can believe in everything
You can believe it all
Hey, are you feeling something new
Just watch the rain, it helps in all you do
The breeze, it blows, it blows everything
And I, I want the world to pass
And I, I want the sun to shine
You can believe in everything
You can believe it all",0.0,0.0,0.2602693602693602,"feels like all the days are gone###just catch the breeze###you know it had to fall###and i, i want the world to pass###you can believe in everything###you can believe it all###just watch the rain, it helps in all you do###the breeze, it blows, it blows everything###and i, i want the world to pass###and i, i want the sun to shine###you can believe in everything###you can believe it all","and i, i watch the wind to fly###hey, are you feeling something new","rain, washes, ways down",feels###like###days###gone###catch###breeze###know###fall###rain###washes###ways###want###world###pass###watch###wind###believe###everything###believe###hey###feeling###something###watch###rain###helps###breeze###blows###blows###everything###want###world###pass###want###sun###shine###believe###everything###believe,fly###new,
Slowdive, Inghilterra,Shoegaze;Dream pop,1989 – 1995;2014 – in attività,Just for a Day [Cherry Red 2CD],1991,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyLcXmLAG_ib8bz_dNdoG3LtBH3LfsTnhlF5y6VuTKjPW8DlupZDFmUw,Shine [Peel Session 24/4/91] [*],5:20,"Shine through the light
So my thoughts won't
Have to fight
For your love
Just to see you in me
Hurts too much

Mind fills with the thought
Love you till I caught
Fish in the sky
Impossible to fly
See you walk away
Why can't you stay and

Shine through the light
So my thoughts won't
Have to fight
For your love
Just to see you in me
Hurts too much

High from above
I see the words of love
Decay to the ground
Betray what I've found",0.0,0.0,0.2993939393939394,so my thoughts won't###have to fight###just to see you in me###mind fills with the thought###fish in the sky###see you walk away###why can't you stay and###so my thoughts won't###have to fight###just to see you in me###decay to the ground###betray what i've found,shine through the light###for your love###hurts too much###love you till i caught###impossible to fly###shine through the light###for your love###hurts too much###high from above###i see the words of love,,shine###thoughts###fight###see###hurts###mind###fills###thought###till###caught###fish###sky###see###walk###away###stay###shine###thoughts###fight###see###hurts###see###words###decay###ground###betray###found,light###love###much###love###fly###light###love###much###high###love,impossible
Slowdive, Inghilterra,Shoegaze;Dream pop,1989 – 1995;2014 – in attività,Just for a Day [Cherry Red 2CD],1991,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyLcXmLAG_ib8bz_dNdoG3LtBH3LfsTnhlF5y6VuTKjPW8DlupZDFmUw,Golden Hair [Peel Session 24/4/91] [*],3:45,"Lean out your window, golden hair
I heard you singing in the midnight air
My book is closed, I read no more
Watching the fire dance, on the floor
I've left my book, I've left my room

For I heard you singing through the gloom
Singing and singing, a merry air
Lean out the window, golden hair",0.0,0.3,0.0166666666666666,"i heard you singing in the midnight air###watching the fire dance, on the floor###i've left my book, i've left my room###singing and singing, a merry air","lean out your window, golden hair###lean out the window, golden hair","my book is closed, i read no more###for i heard you singing through the gloom",lean###window###hair###heard###singing###midnight###air###book###read###watching###fire###dance###floor###left###book###left###room###heard###singing###singing###singing###merry###air###lean###window###hair,golden###golden,closed###gloom
Slowdive, Inghilterra,Shoegaze;Dream pop,1989 – 1995;2014 – in attività,Just for a Day [Sanctuary 2CD],1991,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRI0d7hYqyXgxWNr2y_Wi1qhxANx6H7iJm0QaslvKrlFRkHUMGPJsHBOA,Spanish Air,6:02,"Screams that seem unreal
Shouts follow the sins
There's nothing here for me now
The wind blows for as far as I can see
I long for the sun
The midland air
For all that I have
There's written in waves
I know that now
There's left to be seen
I know that I've lost him
I'm leaving here
Fastest knife a sign
Feels so far away
There's nothing here for me now
The clouds fly, so far
I'm lost there now
I long for the sun
The midland air
For all that I have
Is written in waves
And now that I [know]
Is left to be seen
And now that I've lost him
I'm leaving here",0.0,0.0,0.125,screams that seem unreal###shouts follow the sins###there's nothing here for me now###the midland air###for all that i have###there's written in waves###i know that now###there's left to be seen###i know that i've lost him###i'm leaving here###fastest knife a sign###there's nothing here for me now###i'm lost there now###the midland air###for all that i have###is written in waves###and now that i [know]###is left to be seen###and now that i've lost him###i'm leaving here,"the wind blows for as far as i can see###feels so far away###the clouds fly, so far",i long for the sun###i long for the sun,screams###seem###unreal###shouts###follow###sins###nothing###wind###blows###see###sun###midland###air###written###waves###know###left###seen###know###lost###leaving###fastest###knife###sign###feels###away###nothing###clouds###lost###sun###midland###air###written###waves###know###left###seen###lost###leaving,far###far###fly###far,long###long
Slowdive, Inghilterra,Shoegaze;Dream pop,1989 – 1995;2014 – in attività,Just for a Day [Sanctuary 2CD],1991,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRI0d7hYqyXgxWNr2y_Wi1qhxANx6H7iJm0QaslvKrlFRkHUMGPJsHBOA,Celia's Dream,4:09,"She flies
She's gone to ride an angel's breath
Gone to taste a dream
And every time I call her
A shadow crawls away
But she takes
She laughs him all [there is]
And everything she owes me
She gives
She told me that she loved me
Love, just for a day
And all the time I feel her
I feel her fade away
But she takes
She gives him all the fakes
And everything feels good
And clouds like shadows pass
She's passing like a day
She takes
She gives him all the [shadows]
And everything feels good
And clouds like shadows pass
She's passing like a day",0.0,0.0,0.6499999999999999,she flies###she's gone to ride an angel's breath###gone to taste a dream###and every time i call her###a shadow crawls away###but she takes###she laughs him all [there is]###and everything she owes me###she gives###and all the time i feel her###i feel her fade away###but she takes###she gives him all the fakes###and clouds like shadows pass###she's passing like a day###she takes###she gives him all the [shadows]###and clouds like shadows pass###she's passing like a day,"she told me that she loved me###love, just for a day###and everything feels good###and everything feels good",,flies###gone###ride###angel###breath###gone###taste###dream###every###time###call###shadow###crawls###away###takes###laughs###everything###owes###gives###told###day###time###feel###feel###fade###away###takes###gives###fakes###everything###feels###clouds###like###shadows###pass###passing###like###day###takes###gives###shadows###everything###feels###clouds###like###shadows###pass###passing###like###day,loved###love###good###good,
Slowdive, Inghilterra,Shoegaze;Dream pop,1989 – 1995;2014 – in attività,Just for a Day [Sanctuary 2CD],1991,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRI0d7hYqyXgxWNr2y_Wi1qhxANx6H7iJm0QaslvKrlFRkHUMGPJsHBOA,Catch the Breeze,4:19,"Feels like all the days are gone
Just catch the breeze
You know it had to fall
Rain, washes, ways down
And I, I want the world to pass
And I, I watch the wind to fly
You can believe in everything
You can believe it all
Hey, are you feeling something new
Just watch the rain, it helps in all you do
The breeze, it blows, it blows everything
And I, I want the world to pass
And I, I want the sun to shine
You can believe in everything
You can believe it all",0.0,0.0,0.2602693602693602,"feels like all the days are gone###just catch the breeze###you know it had to fall###and i, i want the world to pass###you can believe in everything###you can believe it all###just watch the rain, it helps in all you do###the breeze, it blows, it blows everything###and i, i want the world to pass###and i, i want the sun to shine###you can believe in everything###you can believe it all","and i, i watch the wind to fly###hey, are you feeling something new","rain, washes, ways down",feels###like###days###gone###catch###breeze###know###fall###rain###washes###ways###want###world###pass###watch###wind###believe###everything###believe###hey###feeling###something###watch###rain###helps###breeze###blows###blows###everything###want###world###pass###want###sun###shine###believe###everything###believe,fly###new,
Slowdive, Inghilterra,Shoegaze;Dream pop,1989 – 1995;2014 – in attività,Just for a Day [Sanctuary 2CD],1991,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRI0d7hYqyXgxWNr2y_Wi1qhxANx6H7iJm0QaslvKrlFRkHUMGPJsHBOA,Ballad of Sister Sue,4:31,"[You] tell me I'm lost and I don't seem too sure what to do
[You] tell me I'm lost and I don't seem too sure what to do
There's a fire in my head and I'm blinded by bullets
There's a fire in my head and I'm blinded by bullets
Dancing to nowhere, I'm losing my head and I'm
Dancing to nowhere, I'm losing my head and I'm
And the man at the bar that [night] recall that he needed me
And the man at the bar that [night] recall that he needed me
Sister, I've lost all the feeling
I'm lost and I'm sold
I lay down beside you
Sister, I'm blinded
It's only my eyes
I've sold them before
The man said the drinking is handled [by pouring it right]
The man said the drinking is handled [by pouring it right]
And It seemed much the same when he pointed the gun at his head
And It seemed much the same when he pointed the gun at his head
[Who'd need me then]
In raise of much noise and I checked out the time, yeah
Let all my face down [in the words] of a stranger []
Sister, I've lost all the feeling
I'm lost and I'm sold
I lay down beside you
Sister, I'm blinded
It's only my eyes
I've sold them before",0.0,0.0,0.1217687074829931,"there's a fire in my head and i'm blinded by bullets###there's a fire in my head and i'm blinded by bullets###dancing to nowhere, i'm losing my head and i'm###dancing to nowhere, i'm losing my head and i'm###and the man at the bar that [night] recall that he needed me###and the man at the bar that [night] recall that he needed me###sister, i've lost all the feeling###i'm lost and i'm sold###sister, i'm blinded###it's only my eyes###i've sold them before###[who'd need me then]###sister, i've lost all the feeling###i'm lost and i'm sold###sister, i'm blinded###it's only my eyes###i've sold them before","[you] tell me i'm lost and i don't seem too sure what to do###[you] tell me i'm lost and i don't seem too sure what to do###the man said the drinking is handled [by pouring it right]###the man said the drinking is handled [by pouring it right]###and it seemed much the same when he pointed the gun at his head###and it seemed much the same when he pointed the gun at his head###in raise of much noise and i checked out the time, yeah",i lay down beside you###let all my face down [in the words] of a stranger []###i lay down beside you,tell###lost###seem###tell###lost###seem###fire###head###blinded###bullets###fire###head###blinded###bullets###dancing###nowhere###losing###head###dancing###nowhere###losing###head###man###bar###night###recall###needed###man###bar###night###recall###needed###sister###lost###feeling###lost###sold###lay###beside###sister###blinded###eyes###sold###man###said###drinking###handled###pouring###man###said###drinking###handled###pouring###seemed###pointed###gun###head###seemed###pointed###gun###head###need###raise###noise###checked###time###yeah###let###face###words###stranger###sister###lost###feeling###lost###sold###lay###beside###sister###blinded###eyes###sold,sure###sure###right###right###much###much###much,
Slowdive, Inghilterra,Shoegaze;Dream pop,1989 – 1995;2014 – in attività,Just for a Day [Sanctuary 2CD],1991,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRI0d7hYqyXgxWNr2y_Wi1qhxANx6H7iJm0QaslvKrlFRkHUMGPJsHBOA,Waves,5:51,"Watch the waves so far away
They're washing 'cross the paths that I have made
Leaving all my sins, I turn away
Like soaring birds I watch my sorrows play
Don't you know, I've left and gone away
You're knocking on the door I closed today
And everything looks brighter
Waves at play just sooth my pain away
Felt so good to see the sun
I choose my time before I choose the wine
Floating cross the waves the silence runs
My thoughts can cure but now my sorrow's done
Don't you know, I've left and gone away
You're knocking on the door I closed today
And everything looks brighter
The waves at play, they sooth my pain away",0.0,0.0,0.075,"they're washing 'cross the paths that i have made###leaving all my sins, i turn away###like soaring birds i watch my sorrows play###don't you know, i've left and gone away###and everything looks brighter###waves at play just sooth my pain away###i choose my time before i choose the wine###floating cross the waves the silence runs###my thoughts can cure but now my sorrow's done###don't you know, i've left and gone away###and everything looks brighter###the waves at play, they sooth my pain away",watch the waves so far away###felt so good to see the sun,you're knocking on the door i closed today###you're knocking on the door i closed today,watch###waves###away###washing###cross###paths###made###leaving###sins###turn###away###like###soaring###birds###watch###sorrows###play###know###left###gone###away###knocking###door###today###everything###looks###brighter###waves###play###sooth###pain###away###felt###see###sun###choose###time###choose###wine###floating###cross###waves###silence###runs###thoughts###cure###sorrow###done###know###left###gone###away###knocking###door###today###everything###looks###brighter###waves###play###sooth###pain###away,far###good,closed###closed
Slowdive, Inghilterra,Shoegaze;Dream pop,1989 – 1995;2014 – in attività,Just for a Day [Sanctuary 2CD],1991,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRI0d7hYqyXgxWNr2y_Wi1qhxANx6H7iJm0QaslvKrlFRkHUMGPJsHBOA,Brighter,3:48,"She don't understand you
Her birth made of grain
She can now see the sun
And everyone said yeah
You're better off dead, but
She didn't know we were alone
And when it all looks brighter
Just turn around and smile
When it's looking better
Just leave it all to time
Just leave it all to time
She said don't you know, yeah
There's people in places
And places is what made her see
And everyone said yeah
She's better off dead, but
She looked like she wanted to live
And when it all looks brighter
Just turn around and smile
When it's looking better
Just leave it all to time
Just leave it all to time
When it all looks brighter
Just turn around and smile
And when it's looking better
Just leave it all to time
Just leave it all to time
Just leave it all to time
Just leave it all to time",0.0,0.0,0.2851239669421488,"she don't understand you###her birth made of grain###she can now see the sun###and everyone said yeah###she didn't know we were alone###and when it all looks brighter###just leave it all to time###just leave it all to time###she said don't you know, yeah###there's people in places###and places is what made her see###and everyone said yeah###and when it all looks brighter###just leave it all to time###just leave it all to time###when it all looks brighter###just leave it all to time###just leave it all to time###just leave it all to time###just leave it all to time","you're better off dead, but###just turn around and smile###when it's looking better###she's better off dead, but###she looked like she wanted to live###just turn around and smile###when it's looking better###just turn around and smile###and when it's looking better",,understand###birth###made###grain###see###sun###everyone###said###yeah###know###alone###looks###brighter###turn###around###looking###leave###time###leave###time###said###know###yeah###people###places###places###made###see###everyone###said###yeah###looked###like###wanted###looks###brighter###turn###around###looking###leave###time###leave###time###looks###brighter###turn###around###looking###leave###time###leave###time###leave###time###leave###time,better###smile###better###better###live###smile###better###smile###better,dead###dead
