band name,country,genres,activity,album title,album year,album img,song title,song len,song lyric,album title sentiment,song title sentiment,song lyric sentiment,neutral sents,positive sents,negative sents,neutral words,positive words,negative words
The Brian Jonestown Massacre, Stati Uniti,Rock psichedelico;Neopsichedelia,1990 – in attività,Something Else,2018,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQc5PSus82m4dEGS_e2c67SxX-FKLSQ-ZkwTLvKgJeNKkkN39QOphRGE-o,Hold That Thought,4:47,"If you would have stayed
Then I would write this song for you
But as it is I am sad and blue
Because you've gone away
There's not much left to say
'Cause there's nothing left for you to do
There's nothing left for me to prove
Because you've gone away

And if I close my eyes
I always get to see your smile
The kind of smile that drives me wild
It never goes away

I have no home

I've got no home

In this world
In this world, yeah",0.0,0.0,0.0888888888888888,"if you would have stayed###then i would write this song for you###because you've gone away###there's not much left to say###'cause there's nothing left for you to do###there's nothing left for me to prove###because you've gone away###and if i close my eyes###it never goes away###i have no home###i've got no home###in this world###in this world, yeah",i always get to see your smile###the kind of smile that drives me wild,but as it is i am sad and blue,would###stayed###would###write###song###blue###gone###away###left###say###cause###nothing###left###nothing###left###prove###gone###away###close###eyes###always###get###see###drives###never###goes###away###home###got###home###world###world###yeah,much###smile###kind###smile###wild,sad
The Brian Jonestown Massacre, Stati Uniti,Rock psichedelico;Neopsichedelia,1990 – in attività,Something Else,2018,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQc5PSus82m4dEGS_e2c67SxX-FKLSQ-ZkwTLvKgJeNKkkN39QOphRGE-o,Psychic Lips,3:49,"In another dimension
Or maybe a dream
I called out to you
You called back to me
Does it comfort you
As it comforts me
I can feel you dreamin'
And I know you see

I called out to you
I called out to you
I called out to you
You called back to me

I found a love
Fell in deep
Found love I wanted
Got what I need
But life's not easy
And there's still pain
If you don't venture
Then you won't gain",0.0,0.0,0.1305555555555555,in another dimension###or maybe a dream###i called out to you###you called back to me###does it comfort you###as it comforts me###i can feel you dreamin'###and i know you see###i called out to you###i called out to you###i called out to you###you called back to me###fell in deep###got what i need###and there's still pain###if you don't venture###then you won't gain,i found a love###found love i wanted,but life's not easy,another###dimension###maybe###dream###called###called###back###comfort###comforts###feel###dreamin###know###see###called###called###called###called###back###found###fell###deep###found###wanted###got###need###life###still###pain###venture###gain,love###love###easy,
The Brian Jonestown Massacre, Stati Uniti,Rock psichedelico;Neopsichedelia,1990 – in attività,Don't Get Lost,2017,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT32tQe6zdzeDtHZmEQjxEx5gsU06JKgtINyI_REjOI6lMywj6phYx4Wk6owA&s,Groove Is in the Heart,4:39,"Maybe you noticed I'm a natural sun
No time for pushing, baby, I gotta run
If you need me, I'll be leaving this town
When I'm going I'm not making no sound

Clean up your act, baby, change your name
We're looking for you but it's getting late
Maybe you noticed I'm a natural sun
Have lots of projects and I'm getting things done

They're always sung, baby, through and through
Not hearing and you got the blues
Got away, it's a beautiful thing
Makes me so happy, I just gotta sing",0.0,0.0,0.2452380952380952,"no time for pushing, baby, i gotta run###if you need me, i'll be leaving this town###have lots of projects and i'm getting things done###they're always sung, baby, through and through###not hearing and you got the blues","maybe you noticed i'm a natural sun###clean up your act, baby, change your name###maybe you noticed i'm a natural sun###got away, it's a beautiful thing###makes me so happy, i just gotta sing",when i'm going i'm not making no sound###we're looking for you but it's getting late,maybe###noticed###sun###time###pushing###baby###gotta###run###need###leaving###town###going###making###act###baby###change###name###looking###getting###maybe###noticed###sun###lots###projects###getting###things###done###always###sung###baby###hearing###got###blues###got###away###thing###makes###gotta###sing,natural###sound###clean###natural###beautiful###happy,late
The Brian Jonestown Massacre, Stati Uniti,Rock psichedelico;Neopsichedelia,1990 – in attività,Don't Get Lost,2017,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT32tQe6zdzeDtHZmEQjxEx5gsU06JKgtINyI_REjOI6lMywj6phYx4Wk6owA&s,Throbbing Gristle,6:06,"Hey boy, he's looking at you
Too late to run, so fun to make fun
Travel light, be that light
Don't you fight with me
With me

Kept you, baby
Wanna paint your face
I hope she doesn't think she's pretty
'Cause she ain't
I hope she doesn't think she's pretty
'Cause she ain't

Well hey, hey, look at me
The more hell I raise
Everyone has to be not me now
Does it hurt to hear your mother cry?
What do you feel, nothing
You fade so far away
From the home we made
So far away
You fade so far away
From the home we made",0.0,0.0,0.2181818181818182,"hey boy, he's looking at you###don't you fight with me###with me###kept you, baby###wanna paint your face###'cause she ain't###'cause she ain't###well hey, hey, look at me###everyone has to be not me now###does it hurt to hear your mother cry?###what do you feel, nothing###from the home we made###from the home we made","too late to run, so fun to make fun###travel light, be that light###i hope she doesn't think she's pretty###i hope she doesn't think she's pretty###the more hell i raise###you fade so far away###so far away###you fade so far away",,hey###boy###looking###run###make###travel###fight###kept###baby###wanna###paint###face###hope###think###cause###hope###think###cause###well###hey###hey###look###hell###raise###everyone###hurt###hear###mother###cry###feel###nothing###fade###away###home###made###away###fade###away###home###made,fun###fun###light###light###pretty###pretty###far###far###far,late
The Brian Jonestown Massacre, Stati Uniti,Rock psichedelico;Neopsichedelia,1990 – in attività,Groove Is in the Heart,2017,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUyZLCBRpZjlwMSagmsax_EWWx-ClvViYNN9q_XyOG4kUfVIMcfTiYrgRWEg&s,Groove Is in the Heart,0,"Maybe you noticed I'm a natural sun
No time for pushing, baby, I gotta run
If you need me, I'll be leaving this town
When I'm going I'm not making no sound

Clean up your act, baby, change your name
We're looking for you but it's getting late
Maybe you noticed I'm a natural sun
Have lots of projects and I'm getting things done

They're always sung, baby, through and through
Not hearing and you got the blues
Got away, it's a beautiful thing
Makes me so happy, I just gotta sing",0.0,0.0,0.2452380952380952,"no time for pushing, baby, i gotta run###if you need me, i'll be leaving this town###have lots of projects and i'm getting things done###they're always sung, baby, through and through###not hearing and you got the blues","maybe you noticed i'm a natural sun###clean up your act, baby, change your name###maybe you noticed i'm a natural sun###got away, it's a beautiful thing###makes me so happy, i just gotta sing",when i'm going i'm not making no sound###we're looking for you but it's getting late,maybe###noticed###sun###time###pushing###baby###gotta###run###need###leaving###town###going###making###act###baby###change###name###looking###getting###maybe###noticed###sun###lots###projects###getting###things###done###always###sung###baby###hearing###got###blues###got###away###thing###makes###gotta###sing,natural###sound###clean###natural###beautiful###happy,late
The Brian Jonestown Massacre, Stati Uniti,Rock psichedelico;Neopsichedelia,1990 – in attività,Groove Is in the Heart,2017,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUyZLCBRpZjlwMSagmsax_EWWx-ClvViYNN9q_XyOG4kUfVIMcfTiYrgRWEg&s,Throbbing Gristle,0,"Hey boy, he's looking at you
Too late to run, so fun to make fun
Travel light, be that light
Don't you fight with me
With me

Kept you, baby
Wanna paint your face
I hope she doesn't think she's pretty
'Cause she ain't
I hope she doesn't think she's pretty
'Cause she ain't

Well hey, hey, look at me
The more hell I raise
Everyone has to be not me now
Does it hurt to hear your mother cry?
What do you feel, nothing
You fade so far away
From the home we made
So far away
You fade so far away
From the home we made",0.0,0.0,0.2181818181818182,"hey boy, he's looking at you###don't you fight with me###with me###kept you, baby###wanna paint your face###'cause she ain't###'cause she ain't###well hey, hey, look at me###everyone has to be not me now###does it hurt to hear your mother cry?###what do you feel, nothing###from the home we made###from the home we made","too late to run, so fun to make fun###travel light, be that light###i hope she doesn't think she's pretty###i hope she doesn't think she's pretty###the more hell i raise###you fade so far away###so far away###you fade so far away",,hey###boy###looking###run###make###travel###fight###kept###baby###wanna###paint###face###hope###think###cause###hope###think###cause###well###hey###hey###look###hell###raise###everyone###hurt###hear###mother###cry###feel###nothing###fade###away###home###made###away###fade###away###home###made,fun###fun###light###light###pretty###pretty###far###far###far,late
The Brian Jonestown Massacre, Stati Uniti,Rock psichedelico;Neopsichedelia,1990 – in attività,Mini Album Thingy Wingy,2015,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNL4CFlVPBVsZXQiPb-kWbE7EBXQQaVh0y8ZQGQB7cFgoDYpff1WoCdYse&s,Pish,0,"You know my soul
I pay no mind
No mind at all

I'm on a high
Don't bring me down
Don't make me fall

I'm way up here
Seeing you down there
Where you're not free

I move with time
Leave you behind
Where you can see

You are unknown
And all alone
Nobody near

I speak in vain
I scream my name
You disappear

I know myself
I feel no shame
No shame at all

I have to slip
Can't say goodbye
Don't make me fall",0.0,0.0,-0.1073015873015873,you know my soul###i pay no mind###no mind at all###don't make me fall###i'm way up here###i move with time###where you can see###and all alone###i speak in vain###i scream my name###you disappear###i know myself###i feel no shame###no shame at all###i have to slip###can't say goodbye###don't make me fall,i'm on a high###nobody near,don't bring me down###seeing you down there###where you're not free###leave you behind###you are unknown,know###soul###pay###mind###mind###bring###make###fall###way###seeing###move###time###leave###see###alone###nobody###speak###vain###scream###name###disappear###know###feel###shame###shame###slip###say###goodbye###make###fall,high###free###near,behind###unknown
The Brian Jonestown Massacre, Stati Uniti,Rock psichedelico;Neopsichedelia,1990 – in attività,Les Trésors du Rock de Philippe Manoeuvre,2013,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAsCSQlNAKW8Hh_7ofn60Pi7uhr9D-WHGyHi7uvm8dspYjIs6fxVVYDiA&s,Who?,2:54,"Who
Who
Who
Who?

Who
Who
Who
Who?

I see yellow
I see orange
I see green
Icy blue
I see every color that has ever been
Inside of you.
If it's boring,
Just ignore me
Don't tell me
Who are you?

Who
Who
Who
Who?

If I wake up
Or we break up
No make up.
Who are you?
When we're fighting
It's exciting
Each other,
Even you
If you give up
Before it's time
You are through.

Who
Who
Who
Who?

Who
Who
Who
Who",0.0,0.0,-0.1607142857142857,who###who###who###who?###who###who###who###who?###i see yellow###i see orange###i see every color that has ever been###inside of you.###just ignore me###don't tell me###who are you?###who###who###who###who?###if i wake up###or we break up###no make up.###who are you?###when we're fighting###even you###if you give up###before it's time###you are through.###who###who###who###who?###who###who###who###who,it's exciting,"i see green###icy blue###if it's boring,###each other,",see###yellow###see###orange###see###blue###see###every###color###ever###inside###ignore###tell###wake###break###make###fighting###even###give###time,exciting,green###icy###boring
The Brian Jonestown Massacre, Stati Uniti,Rock psichedelico;Neopsichedelia,1990 – in attività,The Singles Collection (1992-2011),2011,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9QFOVhCGoRVsuMjjqHrbBmpKmGv1fHkTEwvj2vuYhpFZv9D-um-V1_iFD8Q&s,Evergreen,5:02,"Help me
Or
Make me feel
Fine
I feel I've wasted my time.
 
Lately
Nothing feels
Right
I feel like
Taking my time
 
Just beneath the floor
Is a new world to explore
Once you've said you you loved me
 
Right behind your door
Is a treasure you've ignored
But you have to trust me
Or
Nail me to the boards
Crown of thorns for my rewards
And you've said you love me.
 
Aaaaaahhhhhhhh,",0.0,0.0,0.1582732082732083,"help me###or###make me feel######nothing feels###i feel like###taking my time######just beneath the floor######is a treasure you've ignored###but you have to trust me###or###nail me to the boards###crown of thorns for my rewards######aaaaaahhhhhhhh,",fine###right###is a new world to explore###once you've said you you loved me###and you've said you love me.,i feel i've wasted my time.###lately###right behind your door,help###make###feel###feel###time###nothing###feels###feel###like###taking###time###beneath###floor###world###explore###said###door###treasure###ignored###trust###nail###boards###crown###thorns###rewards###said###aaaaaahhhhhhhh,fine###right###new###loved###right###love,wasted###lately###behind
The Brian Jonestown Massacre, Stati Uniti,Rock psichedelico;Neopsichedelia,1990 – in attività,The Singles Collection (1992-2011),2011,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9QFOVhCGoRVsuMjjqHrbBmpKmGv1fHkTEwvj2vuYhpFZv9D-um-V1_iFD8Q&s,Hide & Seek,3:37,"God only knows what I will do
Now that I found out he's with you
Laugh as my world turns grey
I still can't find the words to say
Nobody loves you like I do
 
You play hide and seek
We play peek'a'boo
Even I can see
Nothing good happens with you
 
Nobody knows that I love you
It's a secret I keep to myself
How I feel
Sometimes I think I'm invisible
It's impossible
And nothing else is even real
 
We play hide and seek
We play peek'a'boo
Even I can see
Something strange happened to you",0.0,0.0,0.0592592592592592,god only knows what i will do###now that i found out he's with you###i still can't find the words to say###nobody loves you like i do######you play hide and seek###we play peek'a'boo###even i can see######how i feel###sometimes i think i'm invisible######we play hide and seek###we play peek'a'boo###even i can see,laugh as my world turns grey###nothing good happens with you###nobody knows that i love you###and nothing else is even real,it's a secret i keep to myself###it's impossible###something strange happened to you,god###knows###found###world###turns###still###find###words###say###nobody###loves###like###play###hide###seek###play###peek###boo###even###see###nothing###happens###nobody###knows###keep###feel###sometimes###think###invisible###nothing###else###even###play###hide###seek###play###peek###boo###even###see###something###happened,laugh###good###love###real,grey###secret###impossible###strange
